Wavelength
5732
5782
5834
5836.3
5862.8
5923.5
5957.9
6000
6050
6085.3
6113.9
6190.5
6240.353407
6286.793807
6317.754073
6356.454407
6456.215266
6519.855814
6569.736243
6635.096806
6635.096806
6818.278384
6978.239761
7108.960887
7210.441761
